window_id,session_id,timestamp_start,timestamp_end,fixation_duration_mean,fixation_count,saccade_velocity_mean,gaze_deviation,gaze_confidence,head_yaw,head_pitch,cursor_velocity_mean,cursor_velocity_std,click_frequency,keystroke_frequency,idle_fraction,tab_switch_count,velocity_spike_ratio,phone_detected,phone_confidence,notes_detected,extra_person_count,suspicious_objects_count,label,cheating_type,split
sess_000_w013,sess_000,130,140,2.2983905191824463,7,233.05390492531583,0.11097395781653441,0.9044189010213796,-1.9369362914650055,1.8007334475598684,98.76991603143658,44.43819428146229,0.5161951080144005,0.8292278113687668,0.145237971515056,0,0.014101150510402803,0,0.018948814952535864,0,0,0,0,none,test
sess_000_w014,sess_000,140,150,2.2897233911794905,6,144.24646555098417,0.07392627422505346,0.9518268982135147,2.5886507871481754,-1.621715516527913,63.07869052534027,52.80540761677464,0.30772994833430045,2.044527056646501,0.20494788102127767,0,0.04141944831279492,0,0.015135672339476394,0,0,0,0,none,test
sess_000_w015,sess_000,150,160,1.862279478385716,4,188.92538714912618,0.05921271214218038,0.9769879962629975,1.2291980835064373,0.4385863565168804,138.88886525770837,31.710049890779278,0.3159728439704546,1.4989174420493048,0.19882962123467718,1,0.00424656776136436,0,0.0077942989571814555,0,0,0,0,none,test
sess_000_w016,sess_000,160,170,1.9641292143510114,9,174.94518368915266,0.08972499057465326,0.9460957083689694,0.38798385997087276,-0.21452892368925913,95.45337950299583,60.92387275685461,0.24909739277504472,0.7143245548849071,0.24264886988000542,0,0.05583325387925872,0,0.019877532271530853,0,0,0,0,none,test
sess_000_w017,sess_000,170,180,1.5308236885542506,5,190.3232863568906,0.06308826341588077,0.925333388133007,0.9747488459676492,-1.2651002866738317,104.7917047388661,35.289616943816775,0.4348074906036455,0.6207662634010703,0.03740289804987558,0,0.026715451133911546,0,0.03360111366248172,0,0,0,0,none,test
sess_001_w000,sess_001,0,10,1.8932722696794013,4,216.8839054237388,0.05952972196639539,0.9485541354339255,5.084552903923659,0.3125893043921186,134.78059451401217,40.88873006131744,0.18315850412918763,0.862345234592904,0.12254390106950655,0,0.04915352908857678,0,0.35557221316151033,1,0,1,0,none,train
sess_001_w001,sess_001,10,20,2.0950512919075397,8,177.22670160926225,0.10928927379443308,0.9064145162278291,3.1360256436566734,-2.4731718747623104,79.34826133446202,50.32600404017977,0.12848030125059762,0.43491739317431233,0.17899811670442417,0,0.02203170657303284,0,0.024919191715065056,0,0,0,0,none,train
sess_001_w002,sess_001,20,30,2.0225889049588397,4,216.91646563574074,0.11538320362163862,0.9359247304368589,-6.85253811636351,2.061617122496239,116.56380464242146,52.378163119734616,0.16083585118084498,0.9602499908184908,0.15041949597745466,0,0.040939611875294844,0,0.015499345285207564,0,0,0,0,none,train
sess_001_w003,sess_001,30,40,1.9868549797042496,7,188.3078502994898,0.05754540390330339,0.9965345592656757,0.46269853717143467,1.5378915521914793,122.02555444230327,60.60747924881987,0.6633011263664808,1.1004143406083706,0.22772567607634842,0,0.06978090347768959,0,0.028778251684801137,0,0,0,0,none,train
sess_001_w004,sess_001,40,50,2.1175273460548762,10,136.03151283942213,0.0795584522409519,0.9738921628908898,-1.1255404262043458,-6.9940795885850235,119.81402580978383,44.03119327085577,0.5684016527197032,0.6235216958016004,0.14016709547588357,0,0.03849392690489754,0,0.00898748095152888,0,0,0,0,none,train
sess_001_w005,sess_001,50,60,1.9463019824769883,6,166.74355954068898,0.056213815032129674,0.9467890892013632,-4.140969289677496,-3.660947916041546,84.06366322233455,59.64725132916389,0.4052895327957593,0.9201097968029657,0.16711839285873775,0,0.0570270852920102,0,0.01379636277464448,0,0,0,0,none,train
sess_001_w006,sess_001,60,70,1.6408496557168417,6,165.604543983883,0.10554206277136485,0.9203619246261037,0.1144822382713047,0.9058694689132634,90.83194356827785,40.79482451817538,0.6285681115290713,0.21730117725460818,0.08515953224166249,0,0.021909162324258574,0,0.26509898936427273,0,0,1,0,none,train
sess_001_w007,sess_001,70,80,1.6036879961660953,6,239.3582350873097,0.11043598078061893,0.9367848632337942,6.32815273185512,-3.164207569392242,99.94794095090195,53.95731935928564,0.20355260649821527,0.43448896789265734,0.225302766244838,1,0.012028648523617177,0,0.02562969236690571,0,0,0,0,none,train
sess_001_w008,sess_001,80,90,1.6625670291505872,3,164.35017674364,0.004917214350133536,0.970539266046655,1.5610130759325687,-2.2547264974874968,127.1197315427923,42.735774031386285,0.2913997305093552,0.9869678791118381,0.19226532877043012,0,0.04415006970318272,0,0.029330121403883497,0,0,0,0,none,train
sess_001_w009,sess_001,90,100,1.5714795252816542,5,141.8927366707502,0.10393208943735904,0.9158257481423034,1.070970662813045,6.351332270467154,71.66983170134336,38.51448594992951,0.33888097935471023,0.9592125284414461,0.21082008757082882,0,0.05059608355830566,0,0.034415686206579005,0,0,0,0,none,train
sess_001_w010,sess_001,100,110,1.2689270434974325,7,154.18427327414264,0.09464132238136248,0.997404022852256,-0.4794036774623955,-1.6588116193610583,102.16451841827252,45.88328518460642,0.35222822340244914,1.0723771915734628,0.1934786522371022,0,0.06069841854161198,0,0.017297966813224618,0,0,0,0,none,train
sess_001_w011,sess_001,110,120,2.0842850812984226,7,174.0205333492458,0.10469314927235021,0.9767723245944563,0.3824817835575699,-4.654447825753954,128.60823783672893,41.65194380120577,0.48534050117044625,0.8500773145021192,0.11797017014659575,0,0.0526556373221257,0,0.04270692857804396,0,0,0,0,none,train
sess_001_w012,sess_001,120,130,1.6537814928236558,3,190.09551396698265,0.12529313937378872,0.9620610344014077,-1.39010693509182,0.48741605375580566,158.60924891548783,35.553624417543595,0.3358888086325787,0.9789416906611977,0.22710802549722892,0,0.05947114895040248,0,0.003677819205714812,0,0,0,0,none,train
sess_001_w013,sess_001,130,140,1.8842892962754598,7,184.51327104513578,0.15930714750195651,0.9439146134098954,0.1876617398010347,3.346490855608236,137.70823857185366,42.16861036982938,0.466317499797021,1.3000975730294593,0.05881964574746351,0,0.07186373253278794,0,0.014887843235688149,0,0,0,0,none,train
sess_001_w014,sess_001,140,150,1.772931700783137,8,199.5268316904113,0.07525976304263032,0.9371935679015774,-4.04841750104067,-6.9645700155973085,144.69511751885744,40.73317967188404,0.20650586503884194,0.6819684911745535,0.12313722405678973,0,0.07338043050578785,0,0.01754256935914056,0,0,0,0,none,train
sess_001_w015,sess_001,150,160,1.718182929075699,6,154.57019573636524,0.09550007925944369,0.926026682875242,-0.6581426321987848,-1.9979026473284758,124.74767942860103,33.22433787266293,0.42239298452087165,0.8869825179062079,0.203942437499742,0,0.028526759862395275,0,0.3062512847007686,0,0,1,0,none,train
sess_001_w016,sess_001,160,170,1.5861462651968508,7,182.6607556922974,0.037774649158465366,0.9266654993722737,-4.442303381863315,3.2568113302708683,148.07035179442383,52.71555094994159,0.5082508096064853,0.7483792915131082,0.10803837869761809,0,0.04978749122455836,0,0.017596746018418652,0,0,0,0,none,train
sess_001_w017,sess_001,170,180,1.6875537577351207,8,138.25552069829,0.13294060802788155,0.9127549630715263,-3.2652216362193824,1.9472995248464793,67.40678859185354,47.563515692873814,0.18804634819873342,1.6986778946118348,0.0,0,0.04422034934405237,0,0.019032868881296076,0,0,0,0,none,train
sess_002_w000,sess_002,0,10,2.0915468070518206,3,179.22604373408566,0.1446571861529922,0.9701677185324131,-2.4914180124051337,-3.2544291020278155,81.34657860728026,41.008174222540525,0.15556105210355095,1.4207454621238003,0.3104459236511963,0,0.054351831595861,0,0.03620533445165877,0,0,0,0,none,train
sess_002_w001,sess_002,10,20,2.271148390578342,6,192.94147551172807,0.05822768560539603,0.9556030029343123,-3.02153172941329,-3.834553408975845,77.80016709455333,30.767667538890958,0.19724730915754998,0.8096506988090668,0.23429134372862714,0,0.08162629313530284,0,0.016954463615127424,0,0,0,0,none,train
sess_002_w002,sess_002,20,30,1.542492665945636,3,197.5077469852248,0.15680253614806383,0.9471182030082604,4.597093305142703,-4.109529275377662,118.95034528509115,57.7080063563551,0.30595494133183493,1.9249794231987716,0.20662015483643803,0,0.02875066448211465,0,0.026218099622171965,0,0,0,0,none,train
sess_002_w003,sess_002,30,40,1.3289325840328632,5,184.44252502333134,0.03993966923869696,0.9614059355301788,2.4423429811352926,-0.3206286562068805,152.42342176663865,48.33922154548904,0.4688770118842655,1.1719337154165412,0.017123125318720678,0,0.0563696946927708,0,0.36070781233967997,0,0,1,0,none,train
sess_002_w004,sess_002,40,50,1.9339919194551258,8,174.6681906008552,0.06696511317703054,0.9407248362959407,0.8885350865348514,-3.4362458649904317,157.67268376720563,31.053926977804963,0.37196925337579617,1.02410757669033,0.26575823074829863,0,0.043931095530231494,0,0.02267050265869259,0,0,0,0,none,train
sess_002_w005,sess_002,50,60,2.0668892386870312,3,182.05709973188561,0.11196441125196054,0.9344813464969888,5.63738976074232,4.896694370857751,109.11484318681023,35.54497478599228,0.6180076715676551,1.831828858292285,0.10817119782773853,0,0.03399279023822743,0,0.011952130833396751,0,0,0,0,none,train
sess_002_w006,sess_002,60,70,1.4987577699743797,1,160.80506087239678,0.07895945337839656,0.9570264419760955,6.2020019712563075,-4.995062122216373,149.5296719542975,37.86011155774491,0.39258044355213506,1.4699277968666415,0.060182238275016106,1,0.04764819492368101,0,0.02166452208213056,0,0,0,0,none,train
sess_002_w007,sess_002,70,80,1.9477353792024448,5,164.06532181733706,0.11567049593322656,0.9926151274396956,-2.282985174997905,-4.497066719312686,134.14246669159212,34.477769557190285,0.4949397726633266,1.2811692083405197,0.028740470800221435,0,0.023197798428333236,0,0.021646978274371405,0,0,0,0,none,train
sess_002_w008,sess_002,80,90,1.6161633928546841,9,170.3074610016004,0.07900619081378608,1.0,-2.0704451961446857,-1.3286361450833044,119.50731311781743,51.88393273448084,0.7790398638810432,0.9876524908318717,0.11084484459854221,0,0.06088321754138144,0,0.02583928185325964,0,0,0,0,none,train
sess_002_w009,sess_002,90,100,1.6922123727638823,13,175.82204799207864,0.08440141059299969,0.9861952689952507,-3.2677426839489443,-0.8939800733812966,108.19983563017918,40.28744822934817,0.5917677793910948,1.2764396272079612,0.15371492385249189,0,0.055066085381552984,0,0.00649751588057175,0,0,0,0,none,train
sess_002_w010,sess_002,100,110,1.7076665295140998,9,185.47875819159847,0.11220895249579316,0.9192045410176681,0.531878696587504,-4.10036244481752,155.85139886774527,24.768130952162252,0.31616172290926176,1.3508847500258083,0.2752419223387472,0,0.038684994778540246,0,0.00551986099583756,0,0,0,0,none,train
sess_002_w011,sess_002,110,120,1.1403582130139753,4,208.0463297356712,0.1193163147407664,0.943327616646333,-4.587834514933757,-2.3437709009239063,138.99802506910729,27.727402190791427,0.6490205430172363,1.5591554155041367,0.13347462652549366,0,0.01496921151619112,0,0.03443764604073259,0,0,0,0,none,train
sess_002_w012,sess_002,120,130,1.9516505431834474,8,179.27687789562825,0.0858956350910441,0.9712701127276553,-0.3589427771489069,2.320351646348419,99.7082309382219,58.00940432910816,0.3939763074033485,0.6276899591527807,0.16024835319286312,0,0.026378966850502384,0,0.015538165667852204,0,0,0,0,none,train
sess_002_w013,sess_002,130,140,1.2331377807163406,1,168.69234201877308,0.007283620201131311,0.9024829152954282,3.0416586245771895,0.3574004759524967,132.76372685354895,30.33023856870787,0.39284329657870304,1.1985589843637725,0.05733082486459658,0,0.05049777557327901,0,0.4925300072340294,0,0,1,0,none,train
sess_002_w014,sess_002,140,150,1.5371043996077456,2,180.94150582919843,0.04995139970315254,0.9415669912134214,7.19074610739809,-0.07747141619897047,102.86463030651609,45.72582781356159,0.6099033154879003,1.5698534731651075,0.15477042959361392,0,0.027061264445888522,0,0.028951932200277322,0,0,0,0,none,train
sess_002_w015,sess_002,150,160,1.9905515405045908,8,170.76195957944424,0.08613648188272237,0.9190527125938952,-2.1171929501848794,-0.1439403564562829,153.87973312618502,69.65010351720721,0.38550566400651687,0.8267146369417608,0.2102660608301793,1,0.040760069563364004,0,0.021200313267182615,0,0,0,0,none,train
sess_002_w016,sess_002,160,170,1.649323285141763,4,185.28987425950984,0.06550440613101878,0.9972196028987009,-4.903062652009365,-6.393124640629461,126.73355455679916,50.470983026121544,0.6525891537186803,1.016446294852424,0.23629446667450366,0,0.039229830609985854,0,0.026523228784134198,0,0,0,0,none,train
sess_002_w017,sess_002,170,180,1.3270823529047253,8,188.09500319014865,0.07125530063019529,0.9004852636988671,-0.20169140688595077,-2.4701911946675774,151.8720452962536,17.655735576857975,0.4352799743282052,0.737772780757713,0.17553786737564372,0,0.014106370485581884,0,0.03160826787378519,0,0,0,0,none,train
sess_003_w000,sess_003,0,10,1.3332304048530315,3,173.19010073750476,0.07222248672259324,0.987010607641281,2.5956968420279822,-6.175989011564031,94.84837526646345,45.20664420534209,0.5270618514977552,1.6890003659547521,0.24716074282442785,0,0.03820954779504189,0,0.016966915380640515,0,0,0,0,none,train
sess_003_w001,sess_003,10,20,1.9139178560820371,2,198.1907385909245,0.08155837657421898,0.9719792023164673,-0.3228663204343293,-1.7640944290517282,60.05397946403677,49.16327674702482,0.45197327138469895,1.5992040439438608,0.0,0,0.022577324719249666,0,0.3822712018683262,0,0,1,0,none,train
sess_003_w002,sess_003,20,30,1.5184596269382455,7,196.10670398773254,0.0790733709328526,1.0,3.8518621164565197,-1.0771377336468446,106.53237517170612,40.674985358750085,0.42963489852585734,1.3796913739678982,0.06386715934578674,0,0.0533681592188473,0,0.012283716775831215,0,0,0,0,none,train
sess_003_w003,sess_003,30,40,1.8889884959028527,10,209.73676222311602,0.04317176554589023,0.9679220020954957,2.8046909692435933,-2.8926905100799756,161.2712043993486,38.499444129674735,0.4188364680207314,1.130771270286452,0.1512463238065174,0,0.014439548331272478,0,0.0035625928441194235,0,0,0,0,none,train
sess_003_w004,sess_003,40,50,1.502582295163108,3,126.16524715990712,0.12926045480409107,0.980294512680279,-2.752601380710895,4.757307416032926,149.45296460974782,36.75168616491378,0.025089142768964068,2.116377029036297,0.03883420265891231,0,0.007092025060862164,0,0.033842728185105184,0,0,0,0,none,train
sess_003_w005,sess_003,50,60,1.9691727360157079,4,173.6828577999759,0.09176253589102608,0.9443330993664657,2.212293105761918,-2.1010595807261483,91.48955450694795,31.294273837382438,0.2523591437061245,1.5883602927737237,0.10060427100327214,0,0.05836633212004626,0,0.004294993963768229,0,0,0,0,none,train
sess_003_w006,sess_003,60,70,1.6190029304334863,4,140.32970711012277,0.061958970681463596,0.9595934580242761,-6.371974934126677,-0.6785757861188031,119.41086603219956,45.524899544171475,0.43358712010969924,1.7456561719895376,0.16001796021183257,0,0.03141188917749494,0,0.020488600703257042,0,0,0,0,none,train
sess_003_w007,sess_003,70,80,1.8121775073611648,7,162.03981836077006,0.10684773130833324,0.9411515096512392,4.990968290694935,-4.020471872731606,128.36982486671405,31.646529467402427,0.7217723691660083,0.7249606323881947,0.1747856568181622,0,0.032917847171040265,0,0.024535378337451758,0,0,0,0,none,train
sess_003_w008,sess_003,80,90,1.8131434415937329,7,176.32494995928778,0.05588976296090808,0.999173504163322,6.710803256305763,-3.660764725123984,137.06949237555827,56.283966231285376,0.34313083885187695,1.1185678559590553,0.1034655268841085,0,0.01970486538614266,0,0.020340834682592263,0,0,0,0,none,train
sess_003_w009,sess_003,90,100,1.5690080306824075,6,150.6849185784671,0.04299595696159683,0.9708499370233062,7.786171350059062,-2.781495685816168,171.8050152665628,40.9643371879349,0.29786690769413776,0.8037230445449186,0.200353086790943,0,0.03777547877302599,0,0.010960923585352103,0,0,0,0,none,train
sess_003_w010,sess_003,100,110,2.1942028423931697,9,149.63641275683983,0.0575246227811261,0.9567602826106719,-2.1098772944554254,-0.9149702437290346,135.11208138637278,45.82395959984063,0.23941084926465972,0.8441015592853724,0.09365698334470487,0,0.03522238504266805,0,0.011519013006607683,0,0,0,0,none,train
sess_003_w011,sess_003,110,120,1.3196942106894745,9,169.0353198435676,0.11498908241710368,0.9670532301876846,2.3983764531259752,-3.5213691801697706,112.90935788733013,28.12087191357935,0.3470475914911657,0.785369633457481,0.2550454812470972,1,0.06171791131663156,0,0.02474698232879953,0,0,0,0,none,train
sess_003_w012,sess_003,120,130,2.539463290757305,5,172.4964928901877,0.095232730109345,0.9516196525533738,-7.2096356299768685,-3.939588563577313,33.35186384421826,42.93269314133503,0.4424949127660236,0.8826872424665306,0.19320901693465015,0,0.014350027577569553,0,0.013113332450370569,0,0,0,0,none,train
sess_003_w013,sess_003,130,140,1.7812029131392666,5,170.81939460112517,0.058797297283454675,0.9590734914308037,-2.511713947015797,-1.9529398586131936,98.1380495587679,24.657013736155413,0.536865287388875,1.3998107940381632,0.3330945655038138,0,0.012662426031691577,0,0.017752345981073166,0,0,0,0,none,train
sess_003_w014,sess_003,140,150,2.1623427925383005,4,172.0837492684693,0.06361266655242552,0.9617541201620764,-5.915646275096515,-1.449920240662533,119.54070452481014,45.792914996010886,0.417937055262123,0.8107724236473777,0.2457257201331593,0,0.0368294085394606,0,0.015567177488084897,0,0,0,0,none,train
sess_003_w015,sess_003,150,160,1.5345591857919298,11,196.94814678348172,0.06536265775562893,1.0,-2.4228596920133536,0.22628611602792104,128.97877741219475,53.01741289398798,0.6342266795090279,1.2128016596263067,0.08972657037230532,0,0.04177293394796025,0,0.0372212860568497,0,0,0,0,none,train
sess_003_w016,sess_003,160,170,1.6904035346063675,1,184.6170076466227,0.03958621131410911,0.9208515788446804,4.8016556317777015,-3.9706828369141873,88.59267051954181,45.36652752527286,0.5778556231994496,1.4875813242660267,0.22968381486446532,0,0.024864098228610784,0,0.016773201611578643,0,0,0,0,none,train
sess_003_w017,sess_003,170,180,1.7247500950634858,7,181.42532812242712,0.08805776836589771,0.9958540527923759,2.031343025158495,-0.38511176285110116,152.17522011929407,36.350472704571146,0.2741185498991491,0.7820763223915865,0.0,0,0.05158885145734523,0,0.02147699325226777,0,0,0,0,none,train
sess_004_w000,sess_004,0,10,1.7336239129242685,13,173.07966750277697,0.08543064676111121,0.9110950415613246,1.5987518070105664,-3.9540706813754873,104.1414995475073,45.863640187550935,0.5857424607150454,1.2085086306944246,0.1747066410079171,0,0.07404429889270475,0,0.025655096456315443,0,0,0,0,none,val
sess_004_w001,sess_004,10,20,1.2717711722532548,6,200.71136289237768,0.05219860692523456,0.9886394742140581,-1.6912478443421732,-1.2180115005487777,77.98476119175172,47.19837290871391,0.6169755903919867,0.9941433803127411,0.06118212907923201,0,0.03731965666654165,0,0.020146881947291972,0,0,0,0,none,val
sess_004_w002,sess_004,20,30,1.3650430303557282,9,152.34229546929146,0.13043276944791463,0.9274728335065965,4.666194363908024,-3.718993414972838,125.43349530633182,31.642378649790913,0.7321377285193413,1.0815931090680408,0.16011592182587697,0,0.02624125225072346,0,0.0363092918126294,0,0,0,0,none,val
sess_004_w003,sess_004,30,40,2.0869321045042866,5,207.89755133413405,0.06052203265772227,0.9784347740851165,2.7281378001757055,-10.320688588740346,144.02809918888386,35.68204211359794,0.26709363185024904,0.8626957582825029,0.13918056834943748,0,0.07026899486484262,0,0.026308116845547777,0,0,0,0,none,val
sess_004_w004,sess_004,40,50,1.8569543508637394,7,194.4189516548268,0.04239955420634343,0.9604593303300266,-5.643297992351501,-5.5234115803001504,104.16669407262182,47.71438991915824,0.11560527380390667,1.2681193448649577,0.23263711577222446,0,0.036101095831420835,0,0.0180788894727856,0,0,0,0,none,val
sess_004_w005,sess_004,50,60,2.217149934372224,4,221.53148036369674,0.06628711230241184,0.9319336381891465,1.875097024300095,-4.9951563175648745,129.05375699458398,47.660802783846904,0.5840399835826462,1.1599383694080188,0.13370609998584274,0,0.04710044908843033,0,0.017788869047114984,0,0,0,0,none,val
sess_004_w006,sess_004,60,70,2.074075387869975,4,159.9205262329914,0.0830493286306853,0.9160692082552416,-7.051329935370781,-5.079922204207193,127.4123213341891,40.873310579154094,0.5053609853726598,1.2386999579836466,0.14123605668246372,0,0.02791975450149746,0,0.008896004827039792,0,0,0,0,none,val
sess_004_w007,sess_004,70,80,1.9701166552164309,6,161.63521058004878,0.055692426889568575,0.9560170759169282,4.594549397714861,-5.047465456935191,121.85039549543914,44.28816500330573,0.5039658410894716,1.27057662211089,0.12063777287333421,0,0.03834704429923622,0,0.011709830803416374,0,0,0,0,none,val
sess_004_w008,sess_004,80,90,1.9309679412473004,5,202.59837102715488,0.0745131067668548,0.9912462925744455,-2.583856716498141,-4.397576019950761,105.51769433453903,30.466713917412875,0.41840054739921934,1.8498713833878242,0.17584634184928233,0,0.034952929957474246,0,0.01708188731084456,0,0,0,0,none,val
sess_004_w009,sess_004,90,100,1.3310427573910029,3,202.07774442867898,0.07766488408961594,0.9445856025922812,12.772430271379443,-1.1037412749029412,97.44626849714447,35.736424037944566,0.5722668563795132,1.2453081642151058,0.03493776173461066,0,0.0472514163005297,0,0.03368421954472675,0,0,0,0,none,val
sess_004_w010,sess_004,100,110,1.6658034313023746,10,212.0254090433778,0.06360477816473736,0.9345284879020099,1.1919289455098065,0.28271422947072367,114.01413980011773,28.36810538946361,0.28962941274357556,1.2814688339572393,0.16532167710927717,0,0.04482476275310696,0,0.02265056044840312,0,0,0,0,none,val
sess_004_w011,sess_004,110,120,1.7864919531513401,6,209.6846512891188,0.15768690926055842,0.9673889951964072,1.3031852663286658,-1.416847095267992,109.40501121567935,43.38483843461691,0.3556897884791456,1.2673843905078457,0.2554078028486368,0,0.03392676952252008,0,0.00044723573689899043,0,0,0,0,none,val
sess_004_w012,sess_004,120,130,1.1634435302974215,6,164.80445032263918,0.06304145670802755,0.9376787402269274,-2.6508550874517205,-8.089021603218747,142.90773301859568,52.570599566890934,0.172232658405289,1.6975411730345258,0.14175814388822272,1,0.06450264696335749,0,0.02372434646982213,0,0,0,0,none,val
sess_004_w013,sess_004,130,140,1.5629801024594165,4,194.66734503688187,0.06575289030132427,0.9761389189237173,-5.383918720986994,-1.6208612613607645,178.16786997174853,29.996686753944253,0.2983382544212723,1.405563139863566,0.16436654255516783,0,0.0544722117445775,0,0.026674607816393123,0,0,0,0,none,val
sess_004_w014,sess_004,140,150,1.9229455970785538,7,173.96855863453644,0.06394015442138232,0.9472840015308751,1.3279213222760582,-1.4285009606628007,141.2835545141712,35.645136294301565,0.4769658697264124,1.096181328966433,0.20910483847100023,0,0.05230734968026107,0,0.010645612979554046,0,0,0,0,none,val
sess_004_w015,sess_004,150,160,2.1257946348525096,6,132.86999869947206,0.07111197669473356,0.9018086898317246,3.1169361372544317,1.150331788326743,94.08146335737582,44.28312962473496,0.5348703570531238,1.5609876890007133,0.16715606671773128,0,0.037911015629250575,0,0.018311782768099895,0,0,0,0,none,val
sess_004_w016,sess_004,160,170,1.824936739697004,6,168.3224148302306,0.1092559288934729,0.9650328250981953,0.7583264663949736,1.0031382777014235,38.90303121002289,46.77875319530908,0.30188864753088646,0.46774684125741717,0.19089620796199847,0,0.06747317090325916,0,0.03612278257988645,0,0,0,0,none,val
sess_004_w017,sess_004,170,180,2.1944743360752144,5,234.27356793744534,0.07472342562702991,0.9536961442035345,2.20594150416187,-1.8691926608826388,170.8515312129226,33.77350638265548,0.4291911182855864,0.9030117657207806,0.04439819910234352,0,0.03559610745984085,0,0.0,0,0,0,0,none,val
sess_005_w000,sess_005,0,10,1.3485838877906993,2,199.00139909224006,0.11253438749219212,0.9326740971947733,1.9205845448894785,6.192601699670703,131.3205210828969,38.19510211068366,0.2831272522107554,1.1222673818318685,0.07910237251124752,0,0.04537322853367545,0,0.019814419942339324,0,0,0,0,none,train
