model,session_id,window_id,label,probability,prediction,threshold
interaction_only,sess_005,sess_005_w015,0,1.9549088e-11,0,0.63
interaction_only,sess_005,sess_005_w016,0,1.6264725e-12,0,0.63
interaction_only,sess_005,sess_005_w017,0,0.34440118,0,0.63
interaction_only,sess_009,sess_009_w000,0,8.696624e-12,0,0.63
interaction_only,sess_009,sess_009_w001,0,3.1000247e-06,0,0.63
interaction_only,sess_009,sess_009_w002,0,3.959215e-14,0,0.63
interaction_only,sess_009,sess_009_w003,0,4.7484356e-08,0,0.63
interaction_only,sess_009,sess_009_w004,0,1.716053e-09,0,0.63
interaction_only,sess_009,sess_009_w005,0,4.7736824e-15,0,0.63
interaction_only,sess_009,sess_009_w006,0,1.2620238e-13,0,0.63
interaction_only,sess_009,sess_009_w007,0,4.6274103e-08,0,0.63
interaction_only,sess_009,sess_009_w008,0,4.2690643e-12,0,0.63
interaction_only,sess_009,sess_009_w009,0,1.0839133e-11,0,0.63
interaction_only,sess_009,sess_009_w010,0,0.35277718,0,0.63
interaction_only,sess_009,sess_009_w011,0,0.37604716,0,0.63
interaction_only,sess_009,sess_009_w012,0,1.7770322e-09,0,0.63
interaction_only,sess_009,sess_009_w013,0,9.0508614e-11,0,0.63
interaction_only,sess_009,sess_009_w014,0,0.34440118,0,0.63
interaction_only,sess_009,sess_009_w015,0,5.2903085e-11,0,0.63
interaction_only,sess_009,sess_009_w016,0,2.1390428e-12,0,0.63
interaction_only,sess_009,sess_009_w017,0,4.0840855e-13,0,0.63
interaction_only,sess_015,sess_015_w000,0,1.2129307e-14,0,0.63
interaction_only,sess_015,sess_015_w001,0,2.5188884e-13,0,0.63
interaction_only,sess_015,sess_015_w002,0,1.4555655e-12,0,0.63
interaction_only,sess_015,sess_015_w003,0,0.34440118,0,0.63
interaction_only,sess_015,sess_015_w004,0,8.5089284e-17,0,0.63
interaction_only,sess_015,sess_015_w005,0,9.851781e-09,0,0.63
interaction_only,sess_015,sess_015_w006,0,9.7233346e-11,0,0.63
interaction_only,sess_015,sess_015_w007,0,1.5310652e-05,0,0.63
interaction_only,sess_015,sess_015_w008,0,8.4312115e-12,0,0.63
interaction_only,sess_015,sess_015_w009,0,2.4564484e-14,0,0.63
interaction_only,sess_015,sess_015_w010,0,3.1996277e-07,0,0.63
interaction_only,sess_015,sess_015_w011,0,3.7993043e-11,0,0.63
interaction_only,sess_015,sess_015_w012,0,6.281576e-13,0,0.63
interaction_only,sess_015,sess_015_w013,0,6.507571e-16,0,0.63
interaction_only,sess_015,sess_015_w014,0,2.0299113e-16,0,0.63
interaction_only,sess_015,sess_015_w015,0,2.7184753e-14,0,0.63
interaction_only,sess_015,sess_015_w016,0,0.00053259317,0,0.63
interaction_only,sess_015,sess_015_w017,0,4.1797673e-08,0,0.63
interaction_only,sess_016,sess_016_w000,0,1.2768368e-13,0,0.63
interaction_only,sess_016,sess_016_w001,0,4.42487e-13,0,0.63
interaction_only,sess_016,sess_016_w002,0,3.5549879e-09,0,0.63
interaction_only,sess_016,sess_016_w003,0,7.2497438e-12,0,0.63
interaction_only,sess_016,sess_016_w004,0,0.34440118,0,0.63
interaction_only,sess_016,sess_016_w005,0,3.2581288e-10,0,0.63
interaction_only,sess_016,sess_016_w006,0,4.231948e-13,0,0.63
interaction_only,sess_016,sess_016_w007,0,3.4892035e-12,0,0.63
interaction_only,sess_016,sess_016_w008,0,2.5196642e-15,0,0.63
interaction_only,sess_016,sess_016_w009,0,1.1689893e-07,0,0.63
interaction_only,sess_016,sess_016_w010,0,2.8304652e-12,0,0.63
interaction_only,sess_016,sess_016_w011,0,1.5683174e-10,0,0.63
interaction_only,sess_016,sess_016_w012,0,1.3756601e-11,0,0.63
interaction_only,sess_016,sess_016_w013,0,0.00013356972,0,0.63
interaction_only,sess_016,sess_016_w014,0,2.2252117e-08,0,0.63
interaction_only,sess_016,sess_016_w015,0,3.1917744e-09,0,0.63
interaction_only,sess_016,sess_016_w016,0,0.34440118,0,0.63
interaction_only,sess_016,sess_016_w017,0,1.2172308e-16,0,0.63
interaction_only,sess_018,sess_018_w000,0,1.5947733e-12,0,0.63
interaction_only,sess_018,sess_018_w001,0,4.6058517e-09,0,0.63
interaction_only,sess_018,sess_018_w002,0,7.493563e-14,0,0.63
interaction_only,sess_018,sess_018_w003,0,2.7835807e-09,0,0.63
interaction_only,sess_018,sess_018_w004,0,1.274208e-05,0,0.63
interaction_only,sess_018,sess_018_w005,0,6.931325e-14,0,0.63
interaction_only,sess_018,sess_018_w006,0,1.3607006e-13,0,0.63
interaction_only,sess_018,sess_018_w007,0,1.6265204e-14,0,0.63
interaction_only,sess_018,sess_018_w008,0,3.1772767e-16,0,0.63
interaction_only,sess_018,sess_018_w009,0,6.667335e-08,0,0.63
interaction_only,sess_018,sess_018_w010,0,2.4581354e-14,0,0.63
interaction_only,sess_018,sess_018_w011,0,2.6080082e-13,0,0.63
interaction_only,sess_018,sess_018_w012,0,3.2382135e-12,0,0.63
interaction_only,sess_018,sess_018_w013,0,6.964421e-16,0,0.63
interaction_only,sess_018,sess_018_w014,0,4.4355418e-13,0,0.63
interaction_only,sess_018,sess_018_w015,0,4.3290208e-07,0,0.63
interaction_only,sess_018,sess_018_w016,0,2.239936e-09,0,0.63
interaction_only,sess_018,sess_018_w017,0,2.1848466e-07,0,0.63
interaction_only,sess_022,sess_022_w000,0,1.04027065e-10,0,0.63
interaction_only,sess_022,sess_022_w001,0,3.6370146e-10,0,0.63
interaction_only,sess_022,sess_022_w002,0,2.4624333e-06,0,0.63
interaction_only,sess_022,sess_022_w003,0,0.34440118,0,0.63
interaction_only,sess_022,sess_022_w004,0,5.781905e-09,0,0.63
interaction_only,sess_022,sess_022_w005,0,5.769489e-13,0,0.63
interaction_only,sess_022,sess_022_w006,0,4.915873e-13,0,0.63
interaction_only,sess_022,sess_022_w007,0,4.2926864e-08,0,0.63
interaction_only,sess_022,sess_022_w008,0,5.000661e-14,0,0.63
interaction_only,sess_022,sess_022_w009,0,6.0175985e-13,0,0.63
interaction_only,sess_022,sess_022_w010,0,1.465837e-09,0,0.63
interaction_only,sess_022,sess_022_w011,0,2.7060914e-17,0,0.63
interaction_only,sess_022,sess_022_w012,0,1.3627857e-10,0,0.63
interaction_only,sess_022,sess_022_w013,0,0.34440118,0,0.63
interaction_only,sess_022,sess_022_w014,0,8.001805e-09,0,0.63
interaction_only,sess_022,sess_022_w015,0,1.3164443e-12,0,0.63
interaction_only,sess_022,sess_022_w016,0,9.387155e-14,0,0.63
interaction_only,sess_022,sess_022_w017,0,0.34440118,0,0.63
interaction_only,sess_025,sess_025_w000,0,2.2237913e-07,0,0.63
interaction_only,sess_025,sess_025_w001,0,7.817361e-11,0,0.63
interaction_only,sess_025,sess_025_w002,0,3.7758566e-10,0,0.63
interaction_only,sess_025,sess_025_w003,0,2.0423788e-15,0,0.63
interaction_only,sess_025,sess_025_w004,0,7.1709825e-16,0,0.63
interaction_only,sess_025,sess_025_w005,0,6.904143e-14,0,0.63
interaction_only,sess_025,sess_025_w006,0,9.240581e-10,0,0.63
interaction_only,sess_025,sess_025_w007,0,9.797298e-11,0,0.63
interaction_only,sess_025,sess_025_w008,0,3.8575473e-10,0,0.63
interaction_only,sess_025,sess_025_w009,0,1.4419447e-13,0,0.63
interaction_only,sess_025,sess_025_w010,0,1.6652426e-09,0,0.63
interaction_only,sess_025,sess_025_w011,0,0.34440118,0,0.63
interaction_only,sess_025,sess_025_w012,0,2.606862e-11,0,0.63
interaction_only,sess_025,sess_025_w013,0,4.4857645e-13,0,0.63
interaction_only,sess_025,sess_025_w014,0,1.185478e-13,0,0.63
interaction_only,sess_025,sess_025_w015,0,3.3381806e-10,0,0.63
interaction_only,sess_025,sess_025_w016,0,0.34440118,0,0.63
interaction_only,sess_025,sess_025_w017,0,1.2083535e-15,0,0.63
interaction_only,sess_034,sess_034_w000,0,2.1539169e-08,0,0.63
interaction_only,sess_034,sess_034_w001,0,6.336877e-11,0,0.63
interaction_only,sess_034,sess_034_w002,0,1.6554787e-13,0,0.63
interaction_only,sess_034,sess_034_w003,0,1.0904609e-09,0,0.63
interaction_only,sess_034,sess_034_w004,0,1.0815828e-09,0,0.63
interaction_only,sess_034,sess_034_w005,0,1.2225682e-09,0,0.63
interaction_only,sess_034,sess_034_w006,0,3.6470874e-10,0,0.63
interaction_only,sess_034,sess_034_w007,0,0.34440118,0,0.63
interaction_only,sess_034,sess_034_w008,0,1.5444078e-12,0,0.63
interaction_only,sess_034,sess_034_w009,0,7.840046e-14,0,0.63
interaction_only,sess_034,sess_034_w010,0,1.3476854e-09,0,0.63
interaction_only,sess_034,sess_034_w011,0,7.009192e-10,0,0.63
interaction_only,sess_034,sess_034_w012,0,6.2498847e-12,0,0.63
interaction_only,sess_034,sess_034_w013,0,4.4222254e-11,0,0.63
interaction_only,sess_034,sess_034_w014,0,3.66942e-15,0,0.63
interaction_only,sess_034,sess_034_w015,0,0.34440118,0,0.63
interaction_only,sess_034,sess_034_w016,0,6.7821152e-12,0,0.63
interaction_only,sess_034,sess_034_w017,0,4.4996167e-11,0,0.63
interaction_only,sess_044,sess_044_w000,0,6.43913e-13,0,0.63
interaction_only,sess_044,sess_044_w001,0,0.0015641573,0,0.63
interaction_only,sess_044,sess_044_w002,0,5.1697812e-14,0,0.63
interaction_only,sess_044,sess_044_w003,0,9.384797e-13,0,0.63
interaction_only,sess_044,sess_044_w004,0,5.4865314e-13,0,0.63
interaction_only,sess_044,sess_044_w005,0,3.3143414e-12,0,0.63
interaction_only,sess_044,sess_044_w006,0,7.7592634e-11,0,0.63
interaction_only,sess_044,sess_044_w007,0,1.05285204e-14,0,0.63
interaction_only,sess_044,sess_044_w008,0,5.409216e-12,0,0.63
interaction_only,sess_044,sess_044_w009,0,1.8831635e-16,0,0.63
interaction_only,sess_044,sess_044_w010,0,4.3925502e-11,0,0.63
interaction_only,sess_044,sess_044_w011,0,0.34440118,0,0.63
interaction_only,sess_044,sess_044_w012,0,3.3460844e-14,0,0.63
interaction_only,sess_044,sess_044_w013,0,0.34440118,0,0.63
interaction_only,sess_044,sess_044_w014,0,8.405512e-14,0,0.63
interaction_only,sess_044,sess_044_w015,0,3.055132e-12,0,0.63
interaction_only,sess_044,sess_044_w016,0,2.3053823e-16,0,0.63
interaction_only,sess_044,sess_044_w017,0,2.1914681e-07,0,0.63
interaction_only,sess_045,sess_045_w000,0,3.6281817e-13,0,0.63
interaction_only,sess_045,sess_045_w001,0,8.387511e-14,0,0.63
interaction_only,sess_045,sess_045_w002,0,3.5880686e-16,0,0.63
interaction_only,sess_045,sess_045_w003,0,4.12931e-14,0,0.63
interaction_only,sess_045,sess_045_w004,0,0.36021972,0,0.63
interaction_only,sess_045,sess_045_w005,0,8.2329095e-14,0,0.63
interaction_only,sess_045,sess_045_w006,0,9.573699e-12,0,0.63
interaction_only,sess_045,sess_045_w007,0,5.316969e-09,0,0.63
interaction_only,sess_045,sess_045_w008,0,4.277955e-13,0,0.63
interaction_only,sess_045,sess_045_w009,0,6.9832744e-11,0,0.63
interaction_only,sess_045,sess_045_w010,0,2.1888107e-10,0,0.63
interaction_only,sess_045,sess_045_w011,0,9.4954636e-08,0,0.63
interaction_only,sess_045,sess_045_w012,0,2.0762922e-14,0,0.63
interaction_only,sess_045,sess_045_w013,0,2.4248656e-12,0,0.63
interaction_only,sess_045,sess_045_w014,0,0.34440118,0,0.63
interaction_only,sess_045,sess_045_w015,0,4.515496e-15,0,0.63
interaction_only,sess_045,sess_045_w016,0,1.2218915e-10,0,0.63
interaction_only,sess_045,sess_045_w017,0,4.129364e-11,0,0.63
interaction_only,sess_050,sess_050_w000,0,0.34440118,0,0.63
interaction_only,sess_050,sess_050_w001,0,6.9265246e-11,0,0.63
interaction_only,sess_050,sess_050_w002,0,1.5557972e-11,0,0.63
interaction_only,sess_050,sess_050_w003,0,6.1292744e-06,0,0.63
interaction_only,sess_050,sess_050_w004,0,9.785969e-13,0,0.63
interaction_only,sess_050,sess_050_w005,0,1.7430891e-10,0,0.63
interaction_only,sess_050,sess_050_w006,0,3.0922456e-17,0,0.63
interaction_only,sess_050,sess_050_w007,0,2.0611683e-10,0,0.63
interaction_only,sess_050,sess_050_w008,0,1.9391967e-14,0,0.63
interaction_only,sess_050,sess_050_w009,0,6.5107972e-09,0,0.63
interaction_only,sess_050,sess_050_w010,0,3.8183002e-06,0,0.63
interaction_only,sess_050,sess_050_w011,0,1.0571407e-13,0,0.63
interaction_only,sess_050,sess_050_w012,0,9.385589e-12,0,0.63
interaction_only,sess_050,sess_050_w013,0,8.494319e-13,0,0.63
interaction_only,sess_050,sess_050_w014,0,2.960949e-12,0,0.63
interaction_only,sess_050,sess_050_w015,0,1.4303543e-10,0,0.63
interaction_only,sess_050,sess_050_w016,0,2.9575336e-05,0,0.63
interaction_only,sess_050,sess_050_w017,0,3.1723454e-10,0,0.63
interaction_only,sess_052,sess_052_w000,0,2.4439673e-09,0,0.63
interaction_only,sess_052,sess_052_w001,0,1.3877299e-11,0,0.63
interaction_only,sess_052,sess_052_w002,0,1.3005886e-06,0,0.63
interaction_only,sess_052,sess_052_w003,0,2.047304e-12,0,0.63
interaction_only,sess_052,sess_052_w004,0,2.641714e-15,0,0.63
interaction_only,sess_052,sess_052_w005,0,5.0638504e-12,0,0.63
interaction_only,sess_052,sess_052_w006,0,2.0554805e-13,0,0.63
interaction_only,sess_052,sess_052_w007,0,0.34440118,0,0.63
interaction_only,sess_052,sess_052_w008,0,3.501051e-15,0,0.63
interaction_only,sess_052,sess_052_w009,0,1.3303409e-14,0,0.63
interaction_only,sess_052,sess_052_w010,0,1.2249024e-16,0,0.63
interaction_only,sess_052,sess_052_w011,0,2.638338e-09,0,0.63
interaction_only,sess_052,sess_052_w012,0,1.0444126e-12,0,0.63
interaction_only,sess_052,sess_052_w013,0,1.8745827e-14,0,0.63
interaction_only,sess_052,sess_052_w014,0,8.0760344e-07,0,0.63
interaction_only,sess_052,sess_052_w015,0,1.5733365e-13,0,0.63
interaction_only,sess_052,sess_052_w016,0,3.6226342e-14,0,0.63
interaction_only,sess_052,sess_052_w017,0,7.3834533e-10,0,0.63
interaction_only,sess_060,sess_060_w000,0,1.4451177e-15,0,0.63
interaction_only,sess_060,sess_060_w001,0,1.0818773e-10,0,0.63
interaction_only,sess_060,sess_060_w002,0,3.786274e-12,0,0.63
interaction_only,sess_060,sess_060_w003,0,1.6597964e-07,0,0.63
interaction_only,sess_060,sess_060_w004,0,1.5120316e-11,0,0.63
interaction_only,sess_060,sess_060_w005,0,3.973945e-14,0,0.63
interaction_only,sess_060,sess_060_w006,0,4.7353503e-11,0,0.63
interaction_only,sess_060,sess_060_w007,0,1.568028e-09,0,0.63
interaction_only,sess_060,sess_060_w008,0,1.832429e-11,0,0.63
interaction_only,sess_060,sess_060_w009,0,9.086442e-15,0,0.63
interaction_only,sess_060,sess_060_w010,0,4.5541243e-15,0,0.63
interaction_only,sess_060,sess_060_w011,0,6.02949e-13,0,0.63
interaction_only,sess_060,sess_060_w012,0,5.724151e-14,0,0.63
interaction_only,sess_060,sess_060_w013,0,2.952791e-14,0,0.63
interaction_only,sess_060,sess_060_w014,0,1.0699009e-11,0,0.63
interaction_only,sess_060,sess_060_w015,0,4.4086477e-07,0,0.63
interaction_only,sess_060,sess_060_w016,0,3.8525375e-15,0,0.63
interaction_only,sess_060,sess_060_w017,0,3.6552626e-14,0,0.63
interaction_only,sess_064,sess_064_w000,0,1.657246e-08,0,0.63
interaction_only,sess_064,sess_064_w001,0,2.1515943e-14,0,0.63
interaction_only,sess_064,sess_064_w002,0,6.888409e-15,0,0.63
interaction_only,sess_064,sess_064_w003,0,7.3206615e-13,0,0.63
interaction_only,sess_064,sess_064_w004,0,7.2525555e-11,0,0.63
interaction_only,sess_064,sess_064_w005,0,5.906167e-15,0,0.63
interaction_only,sess_064,sess_064_w006,0,0.34440118,0,0.63
interaction_only,sess_064,sess_064_w007,0,0.34440118,0,0.63
interaction_only,sess_064,sess_064_w008,0,6.785624e-15,0,0.63
interaction_only,sess_064,sess_064_w009,0,1.5894296e-11,0,0.63
interaction_only,sess_064,sess_064_w010,0,4.133126e-13,0,0.63
interaction_only,sess_064,sess_064_w011,0,1.3655194e-15,0,0.63
interaction_only,sess_064,sess_064_w012,0,6.764197e-08,0,0.63
interaction_only,sess_064,sess_064_w013,0,4.0427842e-13,0,0.63
interaction_only,sess_064,sess_064_w014,0,2.4336007e-11,0,0.63
interaction_only,sess_064,sess_064_w015,0,2.360014e-11,0,0.63
interaction_only,sess_064,sess_064_w016,0,0.34440118,0,0.63
interaction_only,sess_064,sess_064_w017,0,2.5021743e-15,0,0.63
interaction_only,sess_067,sess_067_w000,0,4.3864776e-16,0,0.63
interaction_only,sess_067,sess_067_w001,0,1.1027447e-13,0,0.63
interaction_only,sess_067,sess_067_w002,0,1.7053276e-13,0,0.63
interaction_only,sess_067,sess_067_w003,0,3.507145e-08,0,0.63
interaction_only,sess_067,sess_067_w004,0,1.8645258e-05,0,0.63
interaction_only,sess_067,sess_067_w005,0,1.41965085e-14,0,0.63
interaction_only,sess_067,sess_067_w006,0,1.106811e-14,0,0.63
interaction_only,sess_067,sess_067_w007,0,1.7976362e-13,0,0.63
interaction_only,sess_067,sess_067_w008,0,1.062711e-08,0,0.63
interaction_only,sess_067,sess_067_w009,0,5.4404563e-06,0,0.63
interaction_only,sess_067,sess_067_w010,0,3.8332514e-12,0,0.63
interaction_only,sess_067,sess_067_w011,0,4.0925385e-13,0,0.63
interaction_only,sess_067,sess_067_w012,0,0.34440118,0,0.63
interaction_only,sess_067,sess_067_w013,0,1.3980511e-15,0,0.63
interaction_only,sess_067,sess_067_w014,0,1.4309722e-12,0,0.63
interaction_only,sess_067,sess_067_w015,0,4.9741797e-13,0,0.63
interaction_only,sess_067,sess_067_w016,0,0.34440118,0,0.63
interaction_only,sess_067,sess_067_w017,0,9.496188e-12,0,0.63
interaction_only,sess_069,sess_069_w000,0,3.8971436e-13,0,0.63
interaction_only,sess_069,sess_069_w001,0,8.4414455e-12,0,0.63
interaction_only,sess_069,sess_069_w002,0,1.7317936e-12,0,0.63
interaction_only,sess_069,sess_069_w003,0,3.0600238e-09,0,0.63
interaction_only,sess_069,sess_069_w004,0,1.5668005e-15,0,0.63
interaction_only,sess_069,sess_069_w005,0,0.46759826,0,0.63
interaction_only,sess_069,sess_069_w006,0,5.0556906e-14,0,0.63
interaction_only,sess_069,sess_069_w007,0,0.34440118,0,0.63
interaction_only,sess_069,sess_069_w008,0,0.34440118,0,0.63
interaction_only,sess_069,sess_069_w009,0,7.0488656e-13,0,0.63
interaction_only,sess_069,sess_069_w010,0,1.3510859e-12,0,0.63
interaction_only,sess_069,sess_069_w011,0,3.7624757e-11,0,0.63
interaction_only,sess_069,sess_069_w012,0,1.033457e-11,0,0.63
interaction_only,sess_069,sess_069_w013,0,3.1125738e-12,0,0.63
interaction_only,sess_069,sess_069_w014,0,7.902674e-12,0,0.63
interaction_only,sess_069,sess_069_w015,0,8.939508e-07,0,0.63
interaction_only,sess_069,sess_069_w016,0,8.6543835e-11,0,0.63
interaction_only,sess_069,sess_069_w017,0,3.1119015e-13,0,0.63
interaction_only,sess_071,sess_071_w000,0,1.1096006e-15,0,0.63
interaction_only,sess_071,sess_071_w001,0,1.360072e-14,0,0.63
interaction_only,sess_071,sess_071_w002,0,9.3533964e-17,0,0.63
interaction_only,sess_071,sess_071_w003,0,4.8033505e-10,0,0.63
interaction_only,sess_071,sess_071_w004,0,1.4878445e-13,0,0.63
interaction_only,sess_071,sess_071_w005,0,4.3194506e-13,0,0.63
interaction_only,sess_071,sess_071_w006,0,1.0329047e-12,0,0.63
interaction_only,sess_071,sess_071_w007,0,4.643626e-08,0,0.63
interaction_only,sess_071,sess_071_w008,0,2.581257e-07,0,0.63
interaction_only,sess_071,sess_071_w009,0,5.9243027e-10,0,0.63
interaction_only,sess_071,sess_071_w010,0,1.2676932e-13,0,0.63
interaction_only,sess_071,sess_071_w011,0,0.34440118,0,0.63
interaction_only,sess_071,sess_071_w012,0,4.9885677e-12,0,0.63
interaction_only,sess_071,sess_071_w013,0,0.34440118,0,0.63
interaction_only,sess_071,sess_071_w014,0,2.9117295e-10,0,0.63
interaction_only,sess_071,sess_071_w015,0,1.6736784e-12,0,0.63
interaction_only,sess_071,sess_071_w016,0,3.9121915e-15,0,0.63
interaction_only,sess_071,sess_071_w017,0,0.34440118,0,0.63
interaction_only,sess_082,sess_082_w000,0,3.0783128e-12,0,0.63
interaction_only,sess_082,sess_082_w001,0,1.0256483e-13,0,0.63
interaction_only,sess_082,sess_082_w002,0,3.3725483e-13,0,0.63
interaction_only,sess_082,sess_082_w003,0,3.437315e-13,0,0.63
interaction_only,sess_082,sess_082_w004,0,4.064261e-10,0,0.63
interaction_only,sess_082,sess_082_w005,0,0.34440118,0,0.63
interaction_only,sess_082,sess_082_w006,0,6.8990334e-11,0,0.63
interaction_only,sess_082,sess_082_w007,0,5.2920797e-13,0,0.63
interaction_only,sess_082,sess_082_w008,0,1.8450344e-14,0,0.63
interaction_only,sess_082,sess_082_w009,0,1.7841939e-10,0,0.63
interaction_only,sess_082,sess_082_w010,0,3.5532137e-12,0,0.63
interaction_only,sess_082,sess_082_w011,0,5.738637e-10,0,0.63
interaction_only,sess_082,sess_082_w012,0,7.8400134e-11,0,0.63
interaction_only,sess_082,sess_082_w013,0,1.7918032e-13,0,0.63
interaction_only,sess_082,sess_082_w014,0,5.3894025e-12,0,0.63
interaction_only,sess_082,sess_082_w015,0,4.44778e-11,0,0.63
interaction_only,sess_082,sess_082_w016,0,1.1480412e-16,0,0.63
interaction_only,sess_082,sess_082_w017,0,1.9000392e-11,0,0.63
interaction_only,sess_083,sess_083_w000,0,0.34440118,0,0.63
interaction_only,sess_083,sess_083_w001,0,5.0398605e-11,0,0.63
interaction_only,sess_083,sess_083_w002,0,0.34440118,0,0.63
interaction_only,sess_083,sess_083_w003,0,4.1005203e-11,0,0.63
interaction_only,sess_083,sess_083_w004,0,9.42599e-12,0,0.63
interaction_only,sess_083,sess_083_w005,0,3.0147423e-10,0,0.63
interaction_only,sess_083,sess_083_w006,0,8.891828e-12,0,0.63
interaction_only,sess_083,sess_083_w007,0,4.2915072e-08,0,0.63
interaction_only,sess_083,sess_083_w008,0,0.34440118,0,0.63
interaction_only,sess_083,sess_083_w009,0,2.8759153e-09,0,0.63
interaction_only,sess_083,sess_083_w010,0,6.848486e-09,0,0.63
interaction_only,sess_083,sess_083_w011,0,2.5512222e-16,0,0.63
interaction_only,sess_083,sess_083_w012,0,5.2661814e-13,0,0.63
interaction_only,sess_083,sess_083_w013,0,3.1314099e-15,0,0.63
interaction_only,sess_083,sess_083_w014,0,3.1911653e-13,0,0.63
interaction_only,sess_083,sess_083_w015,0,9.061238e-08,0,0.63
interaction_only,sess_083,sess_083_w016,0,3.6790475e-08,0,0.63
interaction_only,sess_083,sess_083_w017,0,1.1440227e-10,0,0.63
interaction_only,sess_094,sess_094_w000,0,1.7074439e-05,0,0.63
interaction_only,sess_094,sess_094_w001,0,8.942576e-13,0,0.63
interaction_only,sess_094,sess_094_w002,0,8.2747706e-14,0,0.63
interaction_only,sess_094,sess_094_w003,0,7.479073e-13,0,0.63
interaction_only,sess_094,sess_094_w004,0,0.34440118,0,0.63
interaction_only,sess_094,sess_094_w005,0,5.3843987e-12,0,0.63
interaction_only,sess_094,sess_094_w006,0,3.5654232e-14,0,0.63
interaction_only,sess_094,sess_094_w007,0,4.679762e-15,0,0.63
interaction_only,sess_094,sess_094_w008,0,4.757993e-15,0,0.63
interaction_only,sess_094,sess_094_w009,0,8.601229e-15,0,0.63
interaction_only,sess_094,sess_094_w010,0,1.1734085e-10,0,0.63
interaction_only,sess_094,sess_094_w011,0,1.0432436e-13,0,0.63
interaction_only,sess_094,sess_094_w012,0,7.942399e-09,0,0.63
interaction_only,sess_094,sess_094_w013,0,1.215437e-13,0,0.63
interaction_only,sess_094,sess_094_w014,0,1.12923955e-10,0,0.63
interaction_only,sess_094,sess_094_w015,0,0.34440118,0,0.63
interaction_only,sess_094,sess_094_w016,0,1.1970598e-12,0,0.63
interaction_only,sess_094,sess_094_w017,0,9.294596e-11,0,0.63
interaction_only,sess_097,sess_097_w000,0,0.34440118,0,0.63
interaction_only,sess_097,sess_097_w001,0,0.5927617,0,0.63
interaction_only,sess_097,sess_097_w002,0,9.784897e-11,0,0.63
interaction_only,sess_097,sess_097_w003,0,3.2275576e-16,0,0.63
interaction_only,sess_097,sess_097_w004,0,8.794492e-15,0,0.63
interaction_only,sess_097,sess_097_w005,0,1.6349941e-13,0,0.63
interaction_only,sess_097,sess_097_w006,0,5.512546e-09,0,0.63
interaction_only,sess_097,sess_097_w007,0,8.638197e-13,0,0.63
interaction_only,sess_097,sess_097_w008,0,1.0695698e-12,0,0.63
interaction_only,sess_097,sess_097_w009,0,8.7105805e-13,0,0.63
interaction_only,sess_097,sess_097_w010,0,7.744946e-12,0,0.63
interaction_only,sess_097,sess_097_w011,0,5.3637417e-13,0,0.63
interaction_only,sess_097,sess_097_w012,0,7.2047754e-09,0,0.63
interaction_only,sess_097,sess_097_w013,0,3.2898038e-12,0,0.63
interaction_only,sess_097,sess_097_w014,0,3.8633122e-14,0,0.63
interaction_only,sess_097,sess_097_w015,0,6.863553e-12,0,0.63
